species,gear,year,n,landing,coverage
OLVE,TWL,1980,60,8138797,0.9
OLVE,TWL,1981,42,4796164,1
OLVE,TWL,1982,49,3579299,0.938775510204082
PNKR,HKL,1980,1,10739,1
PNKR,NET,1978,7,84362,1
PNKR,NET,1982,1,261931,1
PNKR,TWL,1978,50,3394536,0.32
PNKR,TWL,1980,60,8138797,0.4
PNKR,TWL,1981,42,4796164,0.357142857142857
PNKR,TWL,1982,49,3579299,0.346938775510204
RDBD,HKL,1980,1,10739,0
RDBD,NET,1978,7,84362,0
RDBD,NET,1982,1,261931,0
RDBD,TWL,1978,50,3394536,0.68
RDBD,TWL,1980,60,8138797,0.366666666666667
RDBD,TWL,1981,42,4796164,0.404761904761905
RDBD,TWL,1982,49,3579299,0.448979591836735
REX,HKL,1980,1,10739,1
REX,NET,1978,7,84362,0.857142857142857
REX,NET,1982,1,261931,0
REX,TWL,1978,50,3394536,0.58
REX,TWL,1980,60,8138797,0.7
REX,TWL,1981,42,4796164,0.5
REX,TWL,1982,49,3579299,0.428571428571429
SABL,HKL,1980,1,10739,1
SABL,NET,1978,7,84362,0
SABL,NET,1982,1,261931,0
SABL,TWL,1978,50,3394536,0.12
SABL,TWL,1980,60,8138797,0.683333333333333
SABL,TWL,1981,42,4796164,0.238095238095238
SABL,TWL,1982,49,3579299,0.73469387755102
SBLY,HKL,1980,1,10739,1
SBLY,NET,1978,7,84362,1
SBLY,NET,1982,1,261931,1
SBLY,TWL,1978,50,3394536,0.7
SBLY,TWL,1980,60,8138797,0.983333333333333
SBLY,TWL,1981,42,4796164,0.976190476190476
SBLY,TWL,1982,49,3579299,0.857142857142857
SNOS,HKL,1980,1,10739,1
SNOS,NET,1978,7,84362,1
SNOS,NET,1982,1,261931,1
SNOS,TWL,1978,50,3394536,0.62
SNOS,TWL,1980,60,8138797,0.966666666666667
SNOS,TWL,1981,42,4796164,0.880952380952381
SNOS,TWL,1982,49,3579299,0.816326530612245
SPKL,HKL,1980,1,10739,1
SPKL,NET,1978,7,84362,0.714285714285714
SPKL,NET,1982,1,261931,1
SPKL,TWL,1978,50,3394536,0.98
SPKL,TWL,1980,60,8138797,1
SPKL,TWL,1981,42,4796164,0.952380952380952
SPKL,TWL,1982,49,3579299,0.959183673469388
SSPN,HKL,1980,1,10739,1
SSPN,NET,1978,7,84362,1
SSPN,NET,1982,1,261931,1
SSPN,TWL,1978,50,3394536,1
SSPN,TWL,1980,60,8138797,0.983333333333333
SSPN,TWL,1981,42,4796164,0.952380952380952
SSPN,TWL,1982,49,3579299,0.897959183673469
STRK,HKL,1980,1,10739,1
STRK,NET,1978,7,84362,1
STRK,NET,1982,1,261931,1
STRK,TWL,1978,50,3394536,0.76
STRK,TWL,1980,60,8138797,0.933333333333333
STRK,TWL,1981,42,4796164,0.976190476190476
STRK,TWL,1982,49,3579299,0.918367346938776
TIGR,HKL,1980,1,10739,0
TIGR,NET,1978,7,84362,0
TIGR,NET,1982,1,261931,0
TIGR,TWL,1978,50,3394536,0.5
TIGR,TWL,1980,60,8138797,0.116666666666667
TIGR,TWL,1981,42,4796164,0.0952380952380952
TIGR,TWL,1982,49,3579299,0.36734693877551
VRML,HKL,1980,1,10739,0
VRML,NET,1978,7,84362,1
VRML,NET,1982,1,261931,1
VRML,TWL,1978,50,3394536,0.46
VRML,TWL,1980,60,8138797,0.6
VRML,TWL,1981,42,4796164,0.857142857142857
VRML,TWL,1982,49,3579299,0.36734693877551
WDOW,HKL,1980,1,10739,1
WDOW,NET,1978,7,84362,0.285714285714286
WDOW,NET,1982,1,261931,0
WDOW,TWL,1978,50,3394536,0.74
WDOW,TWL,1980,60,8138797,0.8
WDOW,TWL,1981,42,4796164,0.761904761904762
WDOW,TWL,1982,49,3579299,0.836734693877551
YTRK,HKL,1980,1,10739,1
YTRK,NET,1978,7,84362,0.285714285714286
YTRK,NET,1982,1,261931,0
YTRK,TWL,1978,50,3394536,0.94
YTRK,TWL,1980,60,8138797,0.95
YTRK,TWL,1981,42,4796164,0.904761904761905
YTRK,TWL,1982,49,3579299,0.959183673469388
