species,gear,year,n,landing,coverage
OLVE,TWL,1980,60,8138797,0.916666666666667
OLVE,TWL,1981,42,4796164,1
OLVE,TWL,1982,49,3579299,0.714285714285714
PNKR,HKL,1980,1,10739,0
PNKR,NET,1978,7,84362,0.142857142857143
PNKR,NET,1982,1,261931,1
PNKR,TWL,1978,50,3394536,0.4
PNKR,TWL,1980,60,8138797,0.483333333333333
PNKR,TWL,1981,42,4796164,0.404761904761905
PNKR,TWL,1982,49,3579299,0.673469387755102
RDBD,HKL,1980,1,10739,1
RDBD,NET,1978,7,84362,0.142857142857143
RDBD,NET,1982,1,261931,0
RDBD,TWL,1978,50,3394536,0.34
RDBD,TWL,1980,60,8138797,0.233333333333333
RDBD,TWL,1981,42,4796164,0.404761904761905
RDBD,TWL,1982,49,3579299,0.102040816326531
REX,HKL,1980,1,10739,1
REX,NET,1978,7,84362,1
REX,NET,1982,1,261931,1
REX,TWL,1978,50,3394536,0.22
REX,TWL,1980,60,8138797,0.616666666666667
REX,TWL,1981,42,4796164,0.5
REX,TWL,1982,49,3579299,0.142857142857143
SABL,HKL,1980,1,10739,1
SABL,NET,1978,7,84362,0.142857142857143
SABL,NET,1982,1,261931,1
SABL,TWL,1978,50,3394536,0.28
SABL,TWL,1980,60,8138797,0.166666666666667
SABL,TWL,1981,42,4796164,0.0476190476190476
SABL,TWL,1982,49,3579299,0.469387755102041
SBLY,HKL,1980,1,10739,1
SBLY,NET,1978,7,84362,1
SBLY,NET,1982,1,261931,1
SBLY,TWL,1978,50,3394536,0.7
SBLY,TWL,1980,60,8138797,0.983333333333333
SBLY,TWL,1981,42,4796164,0.976190476190476
SBLY,TWL,1982,49,3579299,0.979591836734694
SNOS,HKL,1980,1,10739,1
SNOS,NET,1978,7,84362,1
SNOS,NET,1982,1,261931,1
SNOS,TWL,1978,50,3394536,0.62
SNOS,TWL,1980,60,8138797,0.966666666666667
SNOS,TWL,1981,42,4796164,0.880952380952381
SNOS,TWL,1982,49,3579299,0.816326530612245
SPKL,HKL,1980,1,10739,1
SPKL,NET,1978,7,84362,0.714285714285714
SPKL,NET,1982,1,261931,1
SPKL,TWL,1978,50,3394536,0.98
SPKL,TWL,1980,60,8138797,1
SPKL,TWL,1981,42,4796164,0.952380952380952
SPKL,TWL,1982,49,3579299,0.959183673469388
SSPN,HKL,1980,1,10739,1
SSPN,NET,1978,7,84362,1
SSPN,NET,1982,1,261931,1
SSPN,TWL,1978,50,3394536,0.78
SSPN,TWL,1980,60,8138797,0.983333333333333
SSPN,TWL,1981,42,4796164,0.952380952380952
SSPN,TWL,1982,49,3579299,0.897959183673469
STRK,HKL,1980,1,10739,1
STRK,NET,1978,7,84362,1
STRK,NET,1982,1,261931,1
STRK,TWL,1978,50,3394536,0.76
STRK,TWL,1980,60,8138797,0.933333333333333
STRK,TWL,1981,42,4796164,0.976190476190476
STRK,TWL,1982,49,3579299,0.918367346938776
TIGR,HKL,1980,1,10739,0
TIGR,NET,1978,7,84362,0.142857142857143
TIGR,NET,1982,1,261931,0
TIGR,TWL,1978,50,3394536,0.5
TIGR,TWL,1980,60,8138797,0.266666666666667
TIGR,TWL,1981,42,4796164,0.428571428571429
TIGR,TWL,1982,49,3579299,0.204081632653061
VRML,HKL,1980,1,10739,0
VRML,NET,1978,7,84362,0.142857142857143
VRML,NET,1982,1,261931,0
VRML,TWL,1978,50,3394536,0.76
VRML,TWL,1980,60,8138797,0.733333333333333
VRML,TWL,1981,42,4796164,0.80952380952381
VRML,TWL,1982,49,3579299,0.36734693877551
WDOW,HKL,1980,1,10739,1
WDOW,NET,1978,7,84362,0.285714285714286
WDOW,NET,1982,1,261931,0
WDOW,TWL,1978,50,3394536,0.74
WDOW,TWL,1980,60,8138797,0.75
WDOW,TWL,1981,42,4796164,0.761904761904762
WDOW,TWL,1982,49,3579299,0.836734693877551
YTRK,HKL,1980,1,10739,1
YTRK,NET,1978,7,84362,0.285714285714286
YTRK,NET,1982,1,261931,0
YTRK,TWL,1978,50,3394536,0.72
YTRK,TWL,1980,60,8138797,0.95
YTRK,TWL,1981,42,4796164,0.904761904761905
YTRK,TWL,1982,49,3579299,0.959183673469388
